shot_id;round_id;date;result;second_shot;direction_id;position_number;shot_number
973;39;2024-10-04 00:00:00;1;0;1;3;23
974;39;2024-10-04 00:00:00;0;0;6;4;24
975;39;2024-10-04 00:00:00;1;0;4;5;25
976;40;2024-10-04 00:00:00;1;1;12;1;1
977;40;2024-10-04 00:00:00;1;0;13;2;2
978;40;2024-10-04 00:00:00;1;0;7;3;3
979;40;2024-10-04 00:00:00;1;0;10;4;4
980;40;2024-10-04 00:00:00;1;0;9;5;5
981;40;2024-10-04 00:00:00;1;0;9;1;6
982;40;2024-10-04 00:00:00;1;0;11;2;7
983;40;2024-10-04 00:00:00;1;0;9;3;8
984;40;2024-10-04 00:00:00;1;1;8;4;9
985;40;2024-10-04 00:00:00;1;0;13;5;10
986;40;2024-10-04 00:00:00;1;0;7;1;11
987;40;2024-10-04 00:00:00;1;0;6;2;12
988;40;2024-10-04 00:00:00;1;0;7;3;13
989;40;2024-10-04 00:00:00;1;0;4;4;14
990;40;2024-10-04 00:00:00;1;0;12;5;15
991;40;2024-10-04 00:00:00;1;0;12;1;16
992;40;2024-10-04 00:00:00;0;0;6;2;17
993;40;2024-10-04 00:00:00;1;0;4;3;18
994;40;2024-10-04 00:00:00;1;0;4;4;19
995;40;2024-10-04 00:00:00;1;0;10;5;20
996;40;2024-10-04 00:00:00;1;1;4;1;21
997;40;2024-10-04 00:00:00;1;0;10;2;22
998;40;2024-10-04 00:00:00;1;0;10;3;23
999;40;2024-10-04 00:00:00;1;0;7;4;24
1000;40;2024-10-04 00:00:00;1;0;8;5;25
1001;41;2024-10-05 00:00:00;1;0;9;1;1
1002;41;2024-10-05 00:00:00;1;0;13;2;2
1003;41;2024-10-05 00:00:00;1;0;13;3;3
1004;41;2024-10-05 00:00:00;1;0;4;4;4
1005;41;2024-10-05 00:00:00;1;0;13;5;5
1006;41;2024-10-05 00:00:00;0;0;5;1;6
1007;41;2024-10-05 00:00:00;1;0;4;2;7
1008;41;2024-10-05 00:00:00;1;0;4;3;8
1009;41;2024-10-05 00:00:00;1;0;2;4;9
1010;41;2024-10-05 00:00:00;1;0;6;5;10
1011;41;2024-10-05 00:00:00;1;1;3;1;11
1012;41;2024-10-05 00:00:00;1;0;9;2;12
1013;41;2024-10-05 00:00:00;1;0;10;3;13
1014;41;2024-10-05 00:00:00;1;0;11;4;14
1015;41;2024-10-05 00:00:00;1;0;13;5;15
1016;41;2024-10-05 00:00:00;1;0;10;1;16
1017;41;2024-10-05 00:00:00;1;0;8;2;17
1018;41;2024-10-05 00:00:00;1;0;8;3;18
1019;41;2024-10-05 00:00:00;1;0;1;4;19
1020;41;2024-10-05 00:00:00;1;0;13;5;20
1021;41;2024-10-05 00:00:00;1;0;13;1;21
1022;41;2024-10-05 00:00:00;1;1;10;2;22
1023;41;2024-10-05 00:00:00;1;0;11;3;23
1024;41;2024-10-05 00:00:00;1;0;13;4;24
1025;41;2024-10-05 00:00:00;1;0;2;5;25
1026;42;2024-10-05 00:00:00;1;0;9;1;1
1027;42;2024-10-05 00:00:00;1;1;2;2;2
1028;42;2024-10-05 00:00:00;1;0;1;3;3
1029;42;2024-10-05 00:00:00;1;0;8;4;4
1030;42;2024-10-05 00:00:00;1;0;6;5;5
1031;42;2024-10-05 00:00:00;1;0;7;1;6
1032;42;2024-10-05 00:00:00;1;0;3;2;7
1033;42;2024-10-05 00:00:00;1;0;8;3;8
1034;42;2024-10-05 00:00:00;1;1;13;4;9
1035;42;2024-10-05 00:00:00;1;0;2;5;10
1036;42;2024-10-05 00:00:00;1;0;6;1;11
1037;42;2024-10-05 00:00:00;1;0;13;2;12
1038;42;2024-10-05 00:00:00;1;0;6;3;13
1039;42;2024-10-05 00:00:00;1;1;1;4;14
1040;42;2024-10-05 00:00:00;1;0;13;5;15
1041;42;2024-10-05 00:00:00;1;1;4;1;16
1042;42;2024-10-05 00:00:00;1;0;4;2;17
1043;42;2024-10-05 00:00:00;1;0;1;3;18
1044;42;2024-10-05 00:00:00;1;0;10;4;19
1045;42;2024-10-05 00:00:00;1;1;2;5;20
1046;42;2024-10-05 00:00:00;1;0;9;1;21
1047;42;2024-10-05 00:00:00;1;1;11;2;22
1048;42;2024-10-05 00:00:00;1;0;12;3;23
1049;42;2024-10-05 00:00:00;0;0;10;4;24
1050;42;2024-10-05 00:00:00;1;1;5;5;25
1051;43;2024-10-05 00:00:00;1;0;11;1;1
1052;43;2024-10-05 00:00:00;1;0;10;2;2
1053;43;2024-10-05 00:00:00;1;0;7;3;3
1054;43;2024-10-05 00:00:00;1;0;4;4;4
1055;43;2024-10-05 00:00:00;1;0;9;5;5
1056;43;2024-10-05 00:00:00;1;0;10;1;6
1057;43;2024-10-05 00:00:00;1;0;9;2;7
1058;43;2024-10-05 00:00:00;1;0;13;3;8
1059;43;2024-10-05 00:00:00;1;0;8;4;9
1060;43;2024-10-05 00:00:00;1;0;4;5;10
1061;43;2024-10-05 00:00:00;0;1;11;1;11
1062;43;2024-10-05 00:00:00;1;1;3;2;12
1063;43;2024-10-05 00:00:00;0;0;12;3;13
1064;43;2024-10-05 00:00:00;1;0;9;4;14
1065;43;2024-10-05 00:00:00;1;0;2;5;15
1066;43;2024-10-05 00:00:00;1;0;4;1;16
1067;43;2024-10-05 00:00:00;1;0;9;2;17
1068;43;2024-10-05 00:00:00;1;0;5;3;18
1069;43;2024-10-05 00:00:00;1;0;12;4;19
1070;43;2024-10-05 00:00:00;1;0;8;5;20
1071;43;2024-10-05 00:00:00;1;1;6;1;21
1072;43;2024-10-05 00:00:00;1;0;4;2;22
1073;43;2024-10-05 00:00:00;1;0;12;3;23
1074;43;2024-10-05 00:00:00;1;0;7;4;24
1075;43;2024-10-05 00:00:00;1;0;11;5;25
1076;44;2024-10-05 00:00:00;1;0;4;1;1
1077;44;2024-10-05 00:00:00;1;1;9;2;2
1078;44;2024-10-05 00:00:00;1;1;7;3;3
1079;44;2024-10-05 00:00:00;1;0;13;4;4
1080;44;2024-10-05 00:00:00;1;0;4;5;5
1081;44;2024-10-05 00:00:00;1;0;7;1;6
1082;44;2024-10-05 00:00:00;0;0;1;2;7
1083;44;2024-10-05 00:00:00;1;0;12;3;8
1084;44;2024-10-05 00:00:00;1;0;3;4;9
1085;44;2024-10-05 00:00:00;1;0;7;5;10
1086;44;2024-10-05 00:00:00;1;0;11;1;11
1087;44;2024-10-05 00:00:00;1;0;2;2;12
1088;44;2024-10-05 00:00:00;1;0;8;3;13
1089;44;2024-10-05 00:00:00;1;0;6;4;14
1090;44;2024-10-05 00:00:00;1;0;9;5;15
1091;44;2024-10-05 00:00:00;1;0;4;1;16
1092;44;2024-10-05 00:00:00;1;0;10;2;17
1093;44;2024-10-05 00:00:00;1;0;12;3;18
1094;44;2024-10-05 00:00:00;1;0;4;4;19
1095;44;2024-10-05 00:00:00;1;0;5;5;20
1096;44;2024-10-05 00:00:00;1;0;11;1;21
1097;44;2024-10-05 00:00:00;1;0;8;2;22
1098;44;2024-10-05 00:00:00;1;0;11;3;23
1099;44;2024-10-05 00:00:00;1;0;8;4;24
1100;44;2024-10-05 00:00:00;1;0;11;5;25
1101;45;2024-10-05 00:00:00;1;1;12;1;1
1102;45;2024-10-05 00:00:00;1;0;8;2;2
1103;45;2024-10-05 00:00:00;1;0;8;3;3
1104;45;2024-10-05 00:00:00;1;0;10;4;4
1105;45;2024-10-05 00:00:00;1;0;9;5;5
1106;45;2024-10-05 00:00:00;1;1;10;1;6
1107;45;2024-10-05 00:00:00;1;0;10;2;7
1108;45;2024-10-05 00:00:00;1;0;5;3;8
1109;45;2024-10-05 00:00:00;1;0;6;4;9
1110;45;2024-10-05 00:00:00;1;0;6;5;10
1111;45;2024-10-05 00:00:00;1;0;11;1;11
1112;45;2024-10-05 00:00:00;1;0;10;2;12
1113;45;2024-10-05 00:00:00;0;0;13;3;13
1114;45;2024-10-05 00:00:00;1;0;8;4;14
1115;45;2024-10-05 00:00:00;1;0;6;5;15
1116;45;2024-10-05 00:00:00;1;0;7;1;16
1117;45;2024-10-05 00:00:00;1;1;3;2;17
1118;45;2024-10-05 00:00:00;1;0;7;3;18
1119;45;2024-10-05 00:00:00;1;1;4;4;19
1120;45;2024-10-05 00:00:00;1;1;5;5;20
1121;45;2024-10-05 00:00:00;1;0;4;1;21
1122;45;2024-10-05 00:00:00;1;1;4;2;22
1123;45;2024-10-05 00:00:00;0;0;13;3;23
1124;45;2024-10-05 00:00:00;1;0;9;4;24
1125;45;2024-10-05 00:00:00;1;0;6;5;25
1126;46;2024-10-05 00:00:00;0;0;8;1;1
1127;46;2024-10-05 00:00:00;1;0;11;2;2
1128;46;2024-10-05 00:00:00;1;0;2;3;3
1129;46;2024-10-05 00:00:00;1;0;8;4;4
1130;46;2024-10-05 00:00:00;1;0;2;5;5
1131;46;2024-10-05 00:00:00;1;0;8;1;6
1132;46;2024-10-05 00:00:00;1;0;4;2;7
1133;46;2024-10-05 00:00:00;1;0;4;3;8
1134;46;2024-10-05 00:00:00;1;1;13;4;9
1135;46;2024-10-05 00:00:00;1;0;8;5;10
1136;46;2024-10-05 00:00:00;1;0;12;1;11
1137;46;2024-10-05 00:00:00;1;0;9;2;12
1138;46;2024-10-05 00:00:00;1;1;6;3;13
1139;46;2024-10-05 00:00:00;1;1;8;4;14
1140;46;2024-10-05 00:00:00;1;0;3;5;15
1141;46;2024-10-05 00:00:00;1;0;11;1;16
1142;46;2024-10-05 00:00:00;1;1;4;2;17
1143;46;2024-10-05 00:00:00;1;1;9;3;18
1144;46;2024-10-05 00:00:00;1;0;13;4;19
1145;46;2024-10-05 00:00:00;1;0;11;5;20
1146;46;2024-10-05 00:00:00;1;0;2;1;21
1147;46;2024-10-05 00:00:00;1;0;11;2;22
1148;46;2024-10-05 00:00:00;1;0;12;3;23
1149;46;2024-10-05 00:00:00;1;0;11;4;24
1150;46;2024-10-05 00:00:00;1;0;13;5;25
1151;47;2024-10-05 00:00:00;1;1;12;1;1
1152;47;2024-10-05 00:00:00;1;0;8;2;2
1153;47;2024-10-05 00:00:00;0;0;7;3;3
1154;47;2024-10-05 00:00:00;1;0;12;4;4
1155;47;2024-10-05 00:00:00;1;0;11;5;5
1156;47;2024-10-05 00:00:00;0;0;5;1;6
1157;47;2024-10-05 00:00:00;1;0;4;2;7
1158;47;2024-10-05 00:00:00;1;1;13;3;8
1159;47;2024-10-05 00:00:00;1;0;12;4;9
1160;47;2024-10-05 00:00:00;1;0;2;5;10
1161;47;2024-10-05 00:00:00;1;1;5;1;11
1162;47;2024-10-05 00:00:00;1;1;1;2;12
1163;47;2024-10-05 00:00:00;1;0;5;3;13
1164;47;2024-10-05 00:00:00;1;0;6;4;14
1165;47;2024-10-05 00:00:00;1;0;2;5;15
1166;47;2024-10-05 00:00:00;1;0;4;1;16
1167;47;2024-10-05 00:00:00;1;0;9;2;17
1168;47;2024-10-05 00:00:00;1;0;11;3;18
1169;47;2024-10-05 00:00:00;1;0;12;4;19
1170;47;2024-10-05 00:00:00;1;1;7;5;20
1171;47;2024-10-05 00:00:00;1;0;10;1;21
1172;47;2024-10-05 00:00:00;0;0;13;2;22
1173;47;2024-10-05 00:00:00;1;0;3;3;23
1174;47;2024-10-05 00:00:00;1;0;13;4;24
1175;47;2024-10-05 00:00:00;1;0;4;5;25
1176;48;2024-10-05 00:00:00;1;0;8;1;1
1177;48;2024-10-05 00:00:00;1;0;2;2;2
1178;48;2024-10-05 00:00:00;1;0;9;3;3
1179;48;2024-10-05 00:00:00;1;0;6;4;4
1180;48;2024-10-05 00:00:00;1;0;5;5;5
1181;48;2024-10-05 00:00:00;1;1;9;1;6
1182;48;2024-10-05 00:00:00;1;1;4;2;7
1183;48;2024-10-05 00:00:00;1;0;4;3;8
1184;48;2024-10-05 00:00:00;1;1;9;4;9
1185;48;2024-10-05 00:00:00;1;1;13;5;10
1186;48;2024-10-05 00:00:00;1;0;9;1;11
1187;48;2024-10-05 00:00:00;1;0;5;2;12
1188;48;2024-10-05 00:00:00;1;0;3;3;13
1189;48;2024-10-05 00:00:00;0;0;12;4;14
1190;48;2024-10-05 00:00:00;1;0;3;5;15
1191;48;2024-10-05 00:00:00;1;0;13;1;16
1192;48;2024-10-05 00:00:00;1;0;6;2;17
1193;48;2024-10-05 00:00:00;1;0;9;3;18
1194;48;2024-10-05 00:00:00;1;0;4;4;19
1195;48;2024-10-05 00:00:00;1;0;4;5;20
1196;48;2024-10-05 00:00:00;1;0;9;1;21
1197;48;2024-10-05 00:00:00;1;1;11;2;22
1198;48;2024-10-05 00:00:00;1;0;11;3;23
1199;48;2024-10-05 00:00:00;0;0;8;4;24
1200;48;2024-10-05 00:00:00;0;0;10;5;25
1201;49;2024-10-05 00:00:00;1;0;2;1;1
1202;49;2024-10-05 00:00:00;1;0;1;2;2
1203;49;2024-10-05 00:00:00;1;1;5;3;3
1204;49;2024-10-05 00:00:00;1;0;4;4;4
1205;49;2024-10-05 00:00:00;1;1;8;5;5
1206;49;2024-10-05 00:00:00;1;1;6;1;6
1207;49;2024-10-05 00:00:00;1;0;13;2;7
1208;49;2024-10-05 00:00:00;1;1;12;3;8
1209;49;2024-10-05 00:00:00;1;0;13;4;9
1210;49;2024-10-05 00:00:00;1;0;3;5;10
1211;49;2024-10-05 00:00:00;1;0;3;1;11
1212;49;2024-10-05 00:00:00;1;1;11;2;12
1213;49;2024-10-05 00:00:00;1;0;8;3;13
1214;49;2024-10-05 00:00:00;1;0;12;4;14
1215;49;2024-10-05 00:00:00;1;0;8;5;15
1216;49;2024-10-05 00:00:00;0;0;3;1;16
1217;49;2024-10-05 00:00:00;1;0;2;2;17
1218;49;2024-10-05 00:00:00;1;0;1;3;18
1219;49;2024-10-05 00:00:00;1;0;13;4;19
1220;49;2024-10-05 00:00:00;1;0;9;5;20
1221;49;2024-10-05 00:00:00;1;0;12;1;21
1222;49;2024-10-05 00:00:00;1;0;6;2;22
1223;49;2024-10-05 00:00:00;1;0;9;3;23
1224;49;2024-10-05 00:00:00;1;1;5;4;24
1225;49;2024-10-05 00:00:00;1;0;11;5;25
1226;50;2024-10-05 00:00:00;0;0;1;1;1
1227;50;2024-10-05 00:00:00;1;0;1;2;2
1228;50;2024-10-05 00:00:00;1;1;2;3;3
1229;50;2024-10-05 00:00:00;1;0;4;4;4
1230;50;2024-10-05 00:00:00;1;0;13;5;5
1231;50;2024-10-05 00:00:00;1;1;3;1;6
1232;50;2024-10-05 00:00:00;1;0;13;2;7
1233;50;2024-10-05 00:00:00;1;0;6;3;8
1234;50;2024-10-05 00:00:00;1;0;6;4;9
1235;50;2024-10-05 00:00:00;1;0;13;5;10
1236;50;2024-10-05 00:00:00;1;0;11;1;11
1237;50;2024-10-05 00:00:00;0;0;9;2;12
1238;50;2024-10-05 00:00:00;1;0;5;3;13
1239;50;2024-10-05 00:00:00;1;0;13;4;14
1240;50;2024-10-05 00:00:00;1;0;12;5;15
1241;50;2024-10-05 00:00:00;1;0;12;1;16
1242;50;2024-10-05 00:00:00;1;0;7;2;17
1243;50;2024-10-05 00:00:00;1;0;3;3;18
1244;50;2024-10-05 00:00:00;0;0;10;4;19
1245;50;2024-10-05 00:00:00;1;0;5;5;20
1246;50;2024-10-05 00:00:00;1;1;11;1;21
1247;50;2024-10-05 00:00:00;1;0;13;2;22
1248;50;2024-10-05 00:00:00;1;0;7;3;23
1249;50;2024-10-05 00:00:00;1;1;2;4;24
1250;50;2024-10-05 00:00:00;1;1;9;5;25
1251;51;2024-10-06 00:00:00;1;0;6;1;1
1252;51;2024-10-06 00:00:00;1;0;5;2;2
1253;51;2024-10-06 00:00:00;1;0;12;3;3
1254;51;2024-10-06 00:00:00;1;0;6;4;4
1255;51;2024-10-06 00:00:00;0;0;4;5;5
1256;51;2024-10-06 00:00:00;1;0;1;1;6
1257;51;2024-10-06 00:00:00;1;1;4;2;7
1258;51;2024-10-06 00:00:00;1;0;8;3;8
1259;51;2024-10-06 00:00:00;1;1;9;4;9
1260;51;2024-10-06 00:00:00;1;0;6;5;10
1261;51;2024-10-06 00:00:00;1;0;7;1;11
1262;51;2024-10-06 00:00:00;1;0;8;2;12
1263;51;2024-10-06 00:00:00;1;0;1;3;13
1264;51;2024-10-06 00:00:00;1;0;13;4;14
1265;51;2024-10-06 00:00:00;1;0;1;5;15
1266;51;2024-10-06 00:00:00;0;0;8;1;16
1267;51;2024-10-06 00:00:00;0;1;5;2;17
1268;51;2024-10-06 00:00:00;1;0;7;3;18
1269;51;2024-10-06 00:00:00;1;0;8;4;19
1270;51;2024-10-06 00:00:00;0;0;11;5;20
1271;51;2024-10-06 00:00:00;1;0;7;1;21
1272;51;2024-10-06 00:00:00;0;0;11;2;22
1273;51;2024-10-06 00:00:00;1;0;11;3;23
1274;51;2024-10-06 00:00:00;1;0;2;4;24
1275;51;2024-10-06 00:00:00;0;0;7;5;25
1276;52;2024-10-06 00:00:00;1;0;3;1;1
1277;52;2024-10-06 00:00:00;1;1;11;2;2
1278;52;2024-10-06 00:00:00;1;0;4;3;3
1279;52;2024-10-06 00:00:00;1;1;7;4;4
1280;52;2024-10-06 00:00:00;1;0;13;5;5
1281;52;2024-10-06 00:00:00;1;0;13;1;6
1282;52;2024-10-06 00:00:00;1;0;7;2;7
1283;52;2024-10-06 00:00:00;1;0;13;3;8
1284;52;2024-10-06 00:00:00;1;0;12;4;9
1285;52;2024-10-06 00:00:00;1;0;2;5;10
1286;52;2024-10-06 00:00:00;1;0;8;1;11
1287;52;2024-10-06 00:00:00;1;0;12;2;12
1288;52;2024-10-06 00:00:00;1;1;12;3;13
1289;52;2024-10-06 00:00:00;1;0;9;4;14
1290;52;2024-10-06 00:00:00;0;1;7;5;15
1291;52;2024-10-06 00:00:00;1;0;2;1;16
1292;52;2024-10-06 00:00:00;1;0;12;2;17
1293;52;2024-10-06 00:00:00;1;1;13;3;18
1294;52;2024-10-06 00:00:00;0;1;4;4;19
1295;52;2024-10-06 00:00:00;0;0;9;5;20
1296;52;2024-10-06 00:00:00;1;1;2;1;21
1297;52;2024-10-06 00:00:00;1;0;8;2;22
1298;52;2024-10-06 00:00:00;1;0;12;3;23
1299;52;2024-10-06 00:00:00;1;0;1;4;24
1300;52;2024-10-06 00:00:00;1;0;6;5;25
1301;53;2024-10-06 00:00:00;0;1;11;1;1
1302;53;2024-10-06 00:00:00;1;0;5;2;2
1303;53;2024-10-06 00:00:00;1;0;1;3;3
1304;53;2024-10-06 00:00:00;0;1;13;4;4
1305;53;2024-10-06 00:00:00;1;0;1;5;5
1306;53;2024-10-06 00:00:00;1;1;9;1;6
1307;53;2024-10-06 00:00:00;1;0;12;2;7
1308;53;2024-10-06 00:00:00;1;0;4;3;8
1309;53;2024-10-06 00:00:00;1;1;8;4;9
1310;53;2024-10-06 00:00:00;1;0;6;5;10
1311;53;2024-10-06 00:00:00;1;0;7;1;11
1312;53;2024-10-06 00:00:00;1;0;12;2;12
1313;53;2024-10-06 00:00:00;1;0;3;3;13
1314;53;2024-10-06 00:00:00;1;0;2;4;14
1315;53;2024-10-06 00:00:00;1;0;8;5;15
1316;53;2024-10-06 00:00:00;1;0;7;1;16
1317;53;2024-10-06 00:00:00;1;0;4;2;17
1318;53;2024-10-06 00:00:00;1;1;11;3;18
1319;53;2024-10-06 00:00:00;0;0;3;4;19
1320;53;2024-10-06 00:00:00;1;0;4;5;20
1321;53;2024-10-06 00:00:00;1;0;10;1;21
1322;53;2024-10-06 00:00:00;1;0;6;2;22
1323;53;2024-10-06 00:00:00;1;0;9;3;23
1324;53;2024-10-06 00:00:00;1;0;2;4;24
1325;53;2024-10-06 00:00:00;1;0;1;5;25
1326;54;2024-10-06 00:00:00;1;0;8;1;1
1327;54;2024-10-06 00:00:00;1;0;8;2;2
1328;54;2024-10-06 00:00:00;1;0;3;3;3
1329;54;2024-10-06 00:00:00;1;1;2;4;4
1330;54;2024-10-06 00:00:00;1;1;7;5;5
1331;54;2024-10-06 00:00:00;1;1;2;1;6
1332;54;2024-10-06 00:00:00;1;0;6;2;7
1333;54;2024-10-06 00:00:00;1;1;6;3;8
1334;54;2024-10-06 00:00:00;1;0;3;4;9
1335;54;2024-10-06 00:00:00;1;1;1;5;10
1336;54;2024-10-06 00:00:00;1;0;10;1;11
1337;54;2024-10-06 00:00:00;1;0;9;2;12
1338;54;2024-10-06 00:00:00;1;0;5;3;13
1339;54;2024-10-06 00:00:00;1;1;5;4;14
1340;54;2024-10-06 00:00:00;0;0;1;5;15
1341;54;2024-10-06 00:00:00;1;1;8;1;16
1342;54;2024-10-06 00:00:00;1;0;1;2;17
1343;54;2024-10-06 00:00:00;1;0;5;3;18
1344;54;2024-10-06 00:00:00;1;0;7;4;19
1345;54;2024-10-06 00:00:00;1;0;13;5;20
1346;54;2024-10-06 00:00:00;1;0;7;1;21
1347;54;2024-10-06 00:00:00;1;0;6;2;22
1348;54;2024-10-06 00:00:00;1;0;7;3;23
1349;54;2024-10-06 00:00:00;1;0;5;4;24
1350;54;2024-10-06 00:00:00;0;0;11;5;25
1351;55;2024-10-06 00:00:00;1;0;1;1;1
1352;55;2024-10-06 00:00:00;1;0;9;2;2
1353;55;2024-10-06 00:00:00;1;0;1;3;3
1354;55;2024-10-06 00:00:00;1;1;11;4;4
1355;55;2024-10-06 00:00:00;1;0;2;5;5
1356;55;2024-10-06 00:00:00;1;0;7;1;6
1357;55;2024-10-06 00:00:00;1;0;13;2;7
1358;55;2024-10-06 00:00:00;0;0;1;3;8
1359;55;2024-10-06 00:00:00;1;0;11;4;9
1360;55;2024-10-06 00:00:00;1;0;7;5;10
1361;55;2024-10-06 00:00:00;1;1;13;1;11
1362;55;2024-10-06 00:00:00;1;0;10;2;12
1363;55;2024-10-06 00:00:00;1;0;6;3;13
1364;55;2024-10-06 00:00:00;1;0;11;4;14
1365;55;2024-10-06 00:00:00;1;0;4;5;15
1366;55;2024-10-06 00:00:00;1;1;2;1;16
1367;55;2024-10-06 00:00:00;1;0;4;2;17
1368;55;2024-10-06 00:00:00;0;0;3;3;18
1369;55;2024-10-06 00:00:00;1;0;3;4;19
1370;55;2024-10-06 00:00:00;1;0;13;5;20
1371;55;2024-10-06 00:00:00;1;0;5;1;21
1372;55;2024-10-06 00:00:00;1;0;5;2;22
1373;55;2024-10-06 00:00:00;1;0;2;3;23
1374;55;2024-10-06 00:00:00;1;0;7;4;24
1375;55;2024-10-06 00:00:00;1;0;13;5;25
1376;56;2024-10-06 00:00:00;0;1;10;1;1
1377;56;2024-10-06 00:00:00;1;1;10;2;2
1378;56;2024-10-06 00:00:00;1;0;9;3;3
1379;56;2024-10-06 00:00:00;1;0;11;4;4
1380;56;2024-10-06 00:00:00;1;0;4;5;5
1381;56;2024-10-06 00:00:00;1;0;12;1;6
1382;56;2024-10-06 00:00:00;0;0;6;2;7
1383;56;2024-10-06 00:00:00;1;0;11;3;8
1384;56;2024-10-06 00:00:00;1;0;6;4;9
1385;56;2024-10-06 00:00:00;1;0;13;5;10
1386;56;2024-10-06 00:00:00;1;0;2;1;11
1387;56;2024-10-06 00:00:00;1;0;12;2;12
1388;56;2024-10-06 00:00:00;1;1;7;3;13
1389;56;2024-10-06 00:00:00;1;0;3;4;14
1390;56;2024-10-06 00:00:00;1;1;2;5;15
1391;56;2024-10-06 00:00:00;1;0;7;1;16
1392;56;2024-10-06 00:00:00;1;1;10;2;17
1393;56;2024-10-06 00:00:00;1;0;6;3;18
1394;56;2024-10-06 00:00:00;1;1;7;4;19
1395;56;2024-10-06 00:00:00;1;0;2;5;20
1396;56;2024-10-06 00:00:00;1;1;4;1;21
1397;56;2024-10-06 00:00:00;0;0;13;2;22
1398;56;2024-10-06 00:00:00;1;0;9;3;23
1399;56;2024-10-06 00:00:00;1;0;11;4;24
1400;56;2024-10-06 00:00:00;1;1;6;5;25
1401;57;2024-10-06 00:00:00;1;1;12;1;1
1402;57;2024-10-06 00:00:00;1;0;2;2;2
1403;57;2024-10-06 00:00:00;1;1;11;3;3
1404;57;2024-10-06 00:00:00;1;0;5;4;4
1405;57;2024-10-06 00:00:00;1;0;13;5;5
1406;57;2024-10-06 00:00:00;1;0;6;1;6
1407;57;2024-10-06 00:00:00;1;1;8;2;7
1408;57;2024-10-06 00:00:00;1;0;11;3;8
1409;57;2024-10-06 00:00:00;1;0;9;4;9
1410;57;2024-10-06 00:00:00;0;0;6;5;10
1411;57;2024-10-06 00:00:00;1;0;3;1;11
1412;57;2024-10-06 00:00:00;1;0;6;2;12
1413;57;2024-10-06 00:00:00;1;0;7;3;13
1414;57;2024-10-06 00:00:00;1;0;7;4;14
1415;57;2024-10-06 00:00:00;1;1;11;5;15
1416;57;2024-10-06 00:00:00;1;0;5;1;16
1417;57;2024-10-06 00:00:00;1;0;9;2;17
1418;57;2024-10-06 00:00:00;1;0;12;3;18
1419;57;2024-10-06 00:00:00;0;0;13;4;19
1420;57;2024-10-06 00:00:00;1;0;4;5;20
1421;57;2024-10-06 00:00:00;1;0;12;1;21
1422;57;2024-10-06 00:00:00;1;0;9;2;22
1423;57;2024-10-06 00:00:00;1;0;4;3;23
1424;57;2024-10-06 00:00:00;1;0;2;4;24
1425;57;2024-10-06 00:00:00;1;0;12;5;25
1426;58;2024-10-06 00:00:00;1;0;12;1;1
1427;58;2024-10-06 00:00:00;1;0;12;2;2
1428;58;2024-10-06 00:00:00;0;0;3;3;3
1429;58;2024-10-06 00:00:00;1;0;10;4;4
1430;58;2024-10-06 00:00:00;1;1;12;5;5
1431;58;2024-10-06 00:00:00;1;0;13;1;6
1432;58;2024-10-06 00:00:00;1;1;5;2;7
1433;58;2024-10-06 00:00:00;1;0;8;3;8
1434;58;2024-10-06 00:00:00;1;1;1;4;9
1435;58;2024-10-06 00:00:00;1;0;9;5;10
1436;58;2024-10-06 00:00:00;1;0;3;1;11
1437;58;2024-10-06 00:00:00;1;1;6;2;12
1438;58;2024-10-06 00:00:00;1;0;6;3;13
1439;58;2024-10-06 00:00:00;1;0;13;4;14
1440;58;2024-10-06 00:00:00;0;0;5;5;15
1441;58;2024-10-06 00:00:00;1;0;9;1;16
1442;58;2024-10-06 00:00:00;1;0;2;2;17
1443;58;2024-10-06 00:00:00;1;1;10;3;18
1444;58;2024-10-06 00:00:00;1;0;10;4;19
1445;58;2024-10-06 00:00:00;1;0;3;5;20
1446;58;2024-10-06 00:00:00;1;0;8;1;21
1447;58;2024-10-06 00:00:00;1;0;4;2;22
1448;58;2024-10-06 00:00:00;1;0;9;3;23
1449;58;2024-10-06 00:00:00;1;0;8;4;24
1450;58;2024-10-06 00:00:00;1;0;10;5;25
1451;59;2024-10-06 00:00:00;0;0;4;1;1
1452;59;2024-10-06 00:00:00;1;0;5;2;2
1453;59;2024-10-06 00:00:00;1;0;9;3;3
1454;59;2024-10-06 00:00:00;1;0;13;4;4
1455;59;2024-10-06 00:00:00;0;0;5;5;5
1456;59;2024-10-06 00:00:00;1;0;8;1;6
1457;59;2024-10-06 00:00:00;1;0;6;2;7
1458;59;2024-10-06 00:00:00;1;1;5;3;8
1459;59;2024-10-06 00:00:00;1;1;4;4;9
1460;59;2024-10-06 00:00:00;1;0;1;5;10
1461;59;2024-10-06 00:00:00;1;0;1;1;11
1462;59;2024-10-06 00:00:00;0;0;4;2;12
1463;59;2024-10-06 00:00:00;1;0;5;3;13
1464;59;2024-10-06 00:00:00;1;0;13;4;14
1465;59;2024-10-06 00:00:00;1;0;9;5;15
1466;59;2024-10-06 00:00:00;1;0;5;1;16
1467;59;2024-10-06 00:00:00;1;0;8;2;17
1468;59;2024-10-06 00:00:00;1;1;12;3;18
1469;59;2024-10-06 00:00:00;1;1;2;4;19
1470;59;2024-10-06 00:00:00;1;0;8;5;20
1471;59;2024-10-06 00:00:00;1;1;2;1;21
